month,temp,wind,rh,dmc,dc,ffmc
oct,11,7.4,59,78,370,89
sep,8,6.5,10,66,84,70
dec,25,7.9,10,70,360,87
aug,8,6.6,22,73,338,78
apr,20,8.9,71,24,244,82
aug,23,5.9,83,21,91,79
jul,24,2.9,21,66,101,87
nov,31,2.9,80,25,255,74
jan,17,6.5,28,46,294,74
jan,13,8.9,94,49,103,81
mar,36,4.4,57,72,384,90
sep,8,2.2,73,57,92,87
aug,20,2.3,72,45,197,70
jun,33,2.3,21,38,208,81
aug,10,5.6,45,40,166,70
apr,12,7.2,70,33,123,84
jan,34,3.0,27,32,185,74
oct,36,10.0,59,55,279,73
aug,31,9.8,58,75,263,71
sep,22,9.9,53,46,278,79
apr,17,9.1,93,75,155,86
dec,8,1.3,36,75,113,73
oct,27,10.0,49,70,120,79
may,33,3.7,48,76,310,84
apr,34,7.2,13,23,258,71
mar,21,8.9,43,50,153,70
aug,9,4.3,11,24,213,73
jul,35,6.2,43,69,160,90
sep,29,2.4,13,25,355,75
nov,6,3.9,71,60,180,79
sep,10,8.9,22,30,343,89
mar,25,3.7,44,20,389,71
mar,29,7.7,95,65,224,71
oct,31,10.0,62,28,349,75
jul,14,9.2,42,55,166,83
aug,14,7.3,40,34,110,80
may,34,4.6,63,44,107,71
nov,35,4.8,20,80,299,81
mar,10,6.7,32,28,215,86
jan,17,1.4,57,57,250,83
jun,33,8.0,63,22,390,81
dec,20,9.4,17,67,106,71
feb,7,5.2,83,31,299,86
mar,16,4.7,81,72,233,77
aug,17,3.1,90,80,400,84
mar,16,4.0,37,62,172,82
feb,26,8.4,17,56,400,78
jan,9,5.0,66,36,365,90
dec,31,1.5,86,69,332,75
sep,11,8.0,23,31,176,88
mar,17,4.9,22,30,131,89
sep,18,7.1,24,68,165,81
feb,11,4.8,27,68,183,74
sep,32,9.1,33,76,243,85
sep,34,3.8,87,44,254,75
aug,19,3.4,88,79,395,80
sep,31,3.0,24,62,196,70
apr,7,1.3,39,40,389,80
apr,21,5.3,83,78,376,81
aug,37,8.3,73,20,212,77
oct,11,1.3,54,59,370,78
dec,9,7.7,33,27,377,84
apr,10,8.7,93,27,134,71
sep,26,5.6,44,62,156,76
jun,29,5.2,71,60,244,74
may,30,9.6,85,24,171,83
may,19,4.4,55,57,324,77
mar,27,5.0,66,74,197,86
jun,5,2.6,11,42,303,84
feb,29,8.8,28,43,277,74
nov,6,4.4,73,60,238,79
nov,12,3.8,87,79,391,70
oct,10,6.4,40,46,262,80
jan,32,3.5,24,66,140,79
jun,29,6.5,59,78,246,89
sep,14,7.0,47,38,201,84
apr,28,2.9,11,67,362,74
mar,9,2.7,43,63,359,78
jan,23,9.5,31,20,375,86
nov,14,3.6,54,28,92,85
jan,13,5.0,40,77,163,89
oct,5,2.9,81,28,358,80
feb,31,2.6,19,63,384,72
jul,23,1.0,22,22,384,78
apr,6,8.9,21,69,225,90
sep,16,5.5,62,66,230,88
dec,16,4.0,74,72,255,70
jul,30,3.6,65,40,321,83
mar,14,4.3,87,69,285,72
jul,9,6.8,53,40,255,86
sep,17,6.0,42,29,272,76
apr,6,0.9,93,45,159,77
nov,15,6.5,54,73,84,82
mar,22,4.7,54,41,240,81
dec,22,2.0,40,67,392,75
nov,15,5.8,34,34,161,74
jul,8,2.7,74,39,273,80
jun,24,4.2,72,43,173,76
jun,16,7.2,87,70,148,82
feb,5,7.5,25,56,394,85
sep,9,9.4,34,71,397,90
feb,14,3.5,50,58,311,75
nov,27,1.4,67,58,316,90
nov,8,7.3,81,58,220,90
mar,35,8.7,52,29,340,73
nov,30,5.8,45,66,175,71
feb,28,1.9,15,58,218,70
mar,29,6.4,61,61,194,80
sep,19,5.8,91,40,248,76
nov,11,1.8,65,45,88,79
feb,36,5.4,50,50,250,72
jan,35,2.6,82,47,270,85
jan,6,5.9,82,40,234,83
mar,11,1.5,34,79,279,87
apr,26,6.6,95,77,388,82
dec,29,7.0,77,54,199,74
dec,21,8.1,50,56,86,89
dec,19,7.0,70,70,152,77
feb,8,7.0,73,55,386,73
may,29,1.7,68,74,155,88
apr,15,10.0,54,39,193,84
jul,35,0.8,40,21,252,81
feb,25,9.8,86,80,277,89
aug,8,7.9,43,64,242,86
oct,6,6.1,54,27,163,86
feb,14,4.8,90,24,254,70
sep,35,3.4,57,29,139,71
mar,12,2.9,78,61,379,77
may,17,8.3,11,54,230,78
may,13,6.4,59,52,142,82
apr,6,4.1,23,22,258,85
nov,25,3.6,73,43,305,88
jul,29,4.2,36,23,345,78
oct,10,8.0,67,22,377,83
feb,16,9.2,43,25,370,76
jan,30,6.0,56,48,142,82
nov,9,9.9,30,49,246,86
aug,20,2.9,57,73,186,80
mar,35,7.4,86,67,355,70
jun,20,5.4,35,60,219,81
oct,24,6.1,94,40,165,71
oct,30,9.5,21,22,322,77
dec,33,0.8,54,20,287,84
sep,11,7.0,11,32,166,85
sep,19,4.1,45,33,91,72
sep,20,7.8,53,76,374,87
feb,14,9.3,51,76,321,85
jun,19,4.6,55,73,358,70
apr,28,7.3,56,33,342,75
apr,10,6.5,50,77,114,79
jul,25,7.4,82,40,382,75
dec,34,9.7,53,32,321,78
aug,21,5.8,57,42,300,70
jul,19,3.8,74,77,327,85
aug,5,8.0,46,78,133,86
feb,8,9.1,70,74,130,73
feb,26,3.5,79,71,280,78
jun,5,6.4,68,41,298,73
jan,23,2.5,72,39,227,88
dec,32,8.8,50,36,229,74
jul,6,5.7,85,37,121,82
jun,26,3.1,36,73,83,74
aug,31,8.0,51,52,395,76
may,37,7.8,51,40,129,76
jul,27,9.4,24,46,386,74
sep,23,10.0,80,22,188,82
jul,26,2.2,81,27,232,87
jul,17,3.3,38,65,376,81
dec,36,7.0,83,71,370,73
jul,16,1.5,25,69,375,75
apr,29,6.0,42,23,268,90
apr,27,7.7,28,44,216,72
jan,27,2.7,84,60,318,87
jan,36,8.3,44,38,334,87
apr,26,4.6,16,47,273,71
oct,27,1.2,92,63,126,73
sep,9,7.7,58,76,94,85
nov,14,2.7,86,42,196,80
aug,12,1.7,78,53,204,73
apr,29,10.0,16,72,302,86
dec,14,4.0,71,64,220,81
jul,35,6.5,30,42,274,84
jun,26,2.1,77,65,243,75
jul,28,6.5,22,62,290,86
nov,19,8.5,38,53,126,74
aug,34,8.4,38,21,215,77
mar,37,7.7,26,54,351,79
aug,6,5.3,55,34,328,72
apr,8,1.9,85,31,372,80
may,17,1.3,56,25,356,83
oct,9,5.1,51,23,213,81
sep,31,1.0,17,62,183,88
dec,12,9.9,38,52,139,84
jul,21,5.8,31,61,241,81
mar,7,7.9,89,20,185,81
jul,24,4.3,42,53,141,85
apr,30,1.0,73,48,208,90
sep,37,1.0,45,58,391,72
mar,36,6.8,78,73,269,71
mar,16,8.8,39,56,165,90
feb,31,1.0,29,37,259,84
feb,21,3.4,44,54,110,73
jan,12,7.2,68,64,183,89
jul,20,5.6,87,41,278,73
oct,21,5.9,72,44,158,70
jul,37,5.6,56,76,149,82
sep,5,6.7,40,31,268,78
jun,7,4.4,37,77,342,83
mar,10,7.7,86,52,184,76
nov,17,8.1,25,75,270,70
oct,7,6.4,25,42,336,71
dec,36,2.7,18,48,309,88
jan,18,9.0,16,62,137,85
jul,26,3.3,81,38,201,78
dec,29,4.3,77,31,157,79
nov,7,6.1,13,30,247,89
apr,25,1.6,81,53,337,81
jan,9,8.8,51,61,210,90
oct,27,5.7,15,22,388,77
jun,10,9.6,20,47,105,72
jan,32,8.6,88,78,223,75
apr,14,8.2,28,33,381,72
may,5,1.9,64,38,375,72
apr,6,7.8,91,37,166,77
oct,30,6.0,48,43,88,81
apr,5,6.8,92,26,249,81
jul,16,5.4,69,65,203,87
jan,36,8.8,33,67,341,89
nov,20,5.2,87,79,212,90
jan,21,7.4,85,79,353,76
feb,16,7.6,93,48,243,86
jul,18,8.7,89,25,230,75
mar,5,8.3,71,28,132,88
jul,7,4.2,10,31,384,87
aug,25,5.7,57,58,139,89
jun,34,3.5,75,29,228,89
jun,9,6.7,22,34,332,71
nov,29,4.0,94,54,213,75
mar,21,4.3,64,45,99,71
jan,11,3.6,92,77,293,81
jul,8,8.4,83,67,88,77
sep,20,9.4,63,73,400,90
aug,24,9.8,91,21,259,72
apr,32,8.0,29,80,332,73
sep,23,8.4,95,37,350,83
feb,17,4.8,85,69,125,82
oct,29,4.1,73,54,245,84
jan,23,5.2,15,65,312,74
jan,34,4.3,54,75,315,79
jan,23,4.9,66,28,193,71
apr,10,9.9,59,34,248,90
apr,33,6.1,24,44,352,86
apr,19,3.4,34,27,387,90
feb,6,7.9,24,42,209,82
dec,6,5.0,32,71,98,78
jun,7,8.1,41,30,167,90
jan,35,5.0,46,41,259,70
may,8,4.5,52,77,167,90
jun,26,8.6,36,32,367,82
may,9,1.1,68,41,233,79
jan,25,4.2,24,75,134,76
mar,17,3.3,60,39,150,86
feb,6,4.6,59,22,104,86
jan,10,7.9,95,54,268,72
jun,26,7.8,61,29,278,74
oct,35,6.1,53,32,163,89
may,25,2.4,67,41,199,83
nov,12,2.7,13,20,171,74
aug,6,9.9,21,31,376,80
aug,34,7.6,21,40,153,82
sep,7,3.6,85,29,103,77
aug,32,7.8,14,29,136,84
jan,12,2.0,31,45,161,81
jun,24,8.8,25,43,144,88
sep,11,9.4,59,28,267,71
aug,30,4.8,37,47,131,85
jun,13,9.5,95,68,345,78
feb,6,9.4,78,59,181,90
oct,24,5.6,31,62,213,88
nov,20,5.6,49,74,209,89
feb,10,3.6,74,40,99,70
dec,23,4.3,10,42,315,87
jan,17,1.3,50,52,96,74
nov,8,6.1,91,60,376,84
jan,27,1.6,86,26,141,89
feb,7,3.1,21,57,235,71
oct,14,1.6,92,39,234,80
oct,8,1.5,56,77,236,84
aug,22,7.3,14,48,339,71
oct,15,6.7,78,24,178,80
mar,31,3.9,56,51,107,90
mar,30,1.3,82,67,394,78
may,29,9.1,77,74,95,90
nov,26,0.9,58,67,158,86
mar,37,8.3,31,47,208,82
nov,32,1.1,82,39,328,89
apr,25,5.7,46,78,280,85
aug,27,9.8,71,74,299,88
dec,24,1.3,91,23,321,81
jun,14,9.8,21,52,123,80
aug,31,0.8,45,40,210,86
oct,13,3.8,80,43,386,86
sep,8,9.6,41,34,221,87
jan,7,5.9,91,28,166,86
apr,5,9.0,11,26,118,76
jun,24,8.2,54,24,271,72
sep,5,5.0,50,79,246,74
aug,36,3.1,25,55,375,85
jul,31,9.8,14,25,310,73
nov,27,1.3,69,37,363,75
jun,24,1.9,60,68,360,81
apr,30,8.7,23,27,123,72
jun,34,6.8,76,72,101,79
mar,6,1.8,71,65,105,79
oct,35,5.5,94,22,241,74
oct,25,6.7,82,42,243,84
dec,24,4.4,42,75,257,85
feb,34,6.3,81,49,322,70
oct,35,1.9,35,47,317,77
jul,14,7.1,81,63,252,89
jul,27,3.0,20,43,363,70
jun,13,6.1,77,53,227,90
jun,8,3.8,10,22,322,88
mar,9,1.4,64,63,383,73
mar,6,2.8,80,47,157,87
oct,12,2.7,54,25,233,78
mar,29,2.9,80,23,389,79
oct,12,9.2,72,63,195,71
aug,26,8.9,24,32,391,88
apr,18,8.8,22,26,393,85
apr,5,9.0,78,20,232,81
nov,23,4.2,13,71,107,73
aug,37,8.7,16,26,312,84
may,36,3.1,31,52,206,90
jul,27,9.6,71,21,329,71
nov,11,2.4,20,57,149,75
oct,37,3.6,61,40,321,81
aug,25,5.5,55,78,361,85
dec,21,2.8,73,23,212,73
nov,7,3.5,28,62,129,80
aug,29,7.5,72,41,276,82
apr,19,7.5,70,52,146,82
mar,15,4.6,94,73,266,75
jan,33,8.1,30,63,87,85
may,16,9.7,85,44,252,89
mar,14,4.7,35,75,82,80
oct,15,5.2,13,29,272,86
jun,20,4.5,29,21,279,79
mar,24,4.1,27,71,302,78
nov,32,1.1,80,21,276,84
feb,27,2.5,78,69,221,70
aug,19,3.5,13,39,165,85
mar,17,8.9,58,45,343,70
nov,34,9.4,62,71,188,81
aug,27,6.4,59,64,250,75
apr,5,6.8,50,71,104,82
apr,8,0.9,43,50,104,73
jul,31,4.8,38,56,144,89
feb,17,3.8,20,78,148,84
feb,17,5.2,14,59,292,89
jan,30,8.1,66,78,399,72
dec,6,5.5,21,29,85,76
apr,25,5.9,21,43,247,85
oct,29,6.9,27,29,138,73
may,31,8.0,57,39,369,80
jun,18,8.2,69,44,280,71
mar,10,3.2,73,28,158,73
nov,6,8.0,64,49,157,84
may,33,4.9,83,79,240,79
mar,23,3.5,70,34,283,74
aug,6,8.4,48,44,223,83
apr,27,7.7,63,46,242,84
jan,21,6.9,85,78,312,89
jun,16,8.8,25,22,339,88
feb,28,4.4,81,68,189,72
jan,30,9.2,42,72,294,76
jan,29,8.8,28,65,232,73
oct,13,0.8,93,24,328,76
jul,9,1.1,28,32,319,78
may,30,9.8,55,68,395,87
dec,12,8.9,25,68,104,88
may,31,5.1,77,49,257,80
apr,20,8.4,92,30,118,84
oct,36,1.0,41,34,198,73
oct,7,7.3,31,51,132,75
jan,31,9.7,64,68,123,73
sep,37,3.8,63,58,391,82
apr,19,6.1,87,32,346,79
jan,36,1.9,61,44,283,88
nov,15,0.9,19,60,81,84
jan,26,4.1,78,77,228,87
oct,19,2.1,25,52,244,78
mar,29,1.5,79,71,261,75
oct,17,7.7,70,55,256,79
dec,11,1.2,48,35,100,89
jul,25,7.7,25,65,297,78
sep,13,8.0,36,64,391,88
mar,25,7.4,48,41,142,83
aug,14,7.0,18,72,256,83
feb,24,8.7,60,74,119,77
nov,16,3.9,47,25,112,77
apr,32,9.2,57,35,350,73
jul,33,6.1,33,78,102,79
feb,37,6.5,45,42,262,76
oct,5,8.0,69,49,364,73
jun,32,0.8,86,23,153,77
dec,28,8.3,59,69,213,90
oct,17,3.1,73,76,149,82
jul,29,9.4,43,71,111,73
nov,20,3.2,56,71,111,75
nov,37,1.5,38,66,165,71
oct,33,4.4,40,42,301,84
nov,29,7.0,32,48,280,78
oct,8,7.9,84,62,168,89
may,23,1.5,50,40,150,78
sep,20,1.4,75,55,152,72
sep,15,3.3,89,32,360,76
jun,32,7.5,83,67,331,84
aug,7,5.4,54,50,137,71
jul,27,3.1,33,26,251,70
feb,29,6.8,87,47,86,70
jun,6,3.5,11,23,184,89
feb,14,1.9,93,34,364,79
nov,21,4.7,13,46,327,89
aug,22,2.8,89,46,281,75
apr,11,2.1,58,58,228,82
jun,20,6.2,81,51,162,86
nov,8,8.2,88,75,176,74
nov,20,6.9,27,29,165,77
jun,26,3.5,39,21,342,87
feb,30,7.5,44,46,171,83
apr,34,5.2,65,26,87,79
oct,22,6.5,89,66,196,85
mar,10,5.8,38,57,389,86
may,19,1.1,91,65,278,89
dec,25,8.0,74,37,299,76
apr,35,9.9,79,45,282,85
jul,10,7.1,10,64,96,80
oct,16,3.5,59,70,352,86
jul,14,8.7,46,72,218,83
may,30,4.3,26,43,386,85
feb,15,5.6,17,68,161,87
oct,28,3.6,30,53,292,77
apr,37,8.3,12,54,305,89
apr,5,5.7,43,72,293,82
jan,20,6.6,45,70,379,83
apr,8,5.6,10,49,194,81
apr,12,1.0,60,62,131,86
apr,5,6.7,19,65,269,85
jun,27,6.7,38,73,146,78
aug,32,7.0,59,25,356,82
nov,36,3.0,92,38,108,90
aug,22,3.4,23,38,88,72
jul,25,9.7,19,45,347,78
jun,27,5.5,90,31,129,90
jul,37,7.1,33,30,145,76
may,9,8.0,22,67,166,77
feb,18,6.8,31,68,218,72
dec,28,5.4,32,50,134,78
feb,22,7.7,26,49,103,71
aug,31,1.0,64,73,358,87
jul,35,5.2,80,62,158,86
apr,31,7.9,46,39,325,85
jan,31,4.7,19,50,333,73
sep,23,5.8,10,50,133,87
mar,20,2.2,76,23,315,84
sep,24,6.7,45,41,169,78
jun,12,1.2,79,76,328,85
jan,25,1.3,93,70,122,87
jul,18,7.6,86,80,124,88
feb,26,4.2,82,62,263,89
feb,24,8.3,84,29,280,89
apr,30,2.4,65,52,335,73
jul,5,6.5,95,39,350,82
apr,9,6.7,72,41,256,74
jan,19,2.3,46,71,380,87
jan,9,8.1,63,45,279,72
dec,31,2.8,64,43,204,74
jul,34,8.5,14,62,227,77
oct,28,4.2,64,79,313,75
sep,10,3.8,47,20,377,89
feb,10,8.9,46,26,388,80
apr,10,6.2,10,61,232,77
apr,17,1.7,63,52,171,90
aug,18,0.8,58,44,176,74
oct,21,5.1,28,80,215,71
jul,33,1.2,71,51,357,89
jan,11,1.0,52,48,219,81
sep,25,3.1,93,20,186,72
jan,8,2.8,13,28,233,81
sep,29,3.7,30,65,308,87
jun,37,4.5,23,26,120,85
jun,20,9.7,43,26,310,76
apr,19,7.4,90,60,103,81
feb,10,4.3,44,23,350,80
dec,23,1.4,82,22,240,88
jan,15,10.0,57,56,303,70
nov,30,3.8,10,54,134,74
nov,29,1.7,21,44,214,74
mar,33,8.4,93,44,322,90
oct,35,4.3,44,35,191,78
jun,22,7.1,61,28,348,84
jan,31,2.5,50,48,152,90
sep,25,2.6,61,53,249,72
dec,16,3.4,64,47,353,83
sep,24,8.5,84,31,238,75
may,5,1.6,18,20,278,87
apr,19,8.8,40,21,392,88
feb,30,6.4,61,59,111,75
mar,36,8.8,61,60,229,80
jun,26,5.3,75,76,288,72
jan,15,3.9,75,52,351,90
may,37,5.0,18,27,268,84
jun,23,2.4,18,51,393,72
sep,31,8.9,18,78,172,82
aug,36,9.8,84,64,123,76
oct,5,5.8,15,61,93,79
nov,30,2.1,11,31,98,87
oct,32,5.6,32,27,96,89
nov,29,7.8,45,30,193,81
may,8,6.5,66,36,375,89
jan,10,7.8,67,45,382,71
jan,12,8.5,28,22,196,81
may,29,3.8,72,26,109,90
apr,37,8.8,14,75,383,84
apr,13,1.6,57,48,222,87
sep,25,5.4,49,31,307,85
jul,15,4.0,38,48,266,90
aug,25,6.0,86,27,230,78
mar,14,9.3,18,71,211,81
feb,21,4.1,61,37,335,73
jul,12,3.9,78,40,141,84
mar,16,8.5,66,37,285,73
apr,6,9.6,94,44,271,79
oct,20,9.3,59,56,276,87
jan,15,5.9,46,46,203,88
jan,32,5.9,15,37,253,77
jul,37,7.2,79,66,92,71
apr,34,8.2,53,64,214,70
jan,21,3.9,57,52,122,73
jan,27,2.6,42,23,279,77
oct,7,7.9,68,54,261,83
oct,27,8.1,22,41,293,88
nov,16,0.9,86,65,316,81
may,27,5.4,55,55,198,74
apr,17,2.4,90,29,167,76
oct,31,9.2,67,76,191,70
jun,31,8.8,36,37,100,77
jun,12,7.6,32,76,282,86
sep,24,4.9,13,49,248,78
aug,25,1.1,58,68,174,77
jun,12,9.2,85,28,198,77
jul,36,8.0,85,42,250,76
feb,32,1.4,53,69,138,81
oct,33,6.1,85,51,142,83
apr,18,0.9,18,77,235,77
dec,37,3.1,62,63,196,81
aug,19,8.2,85,53,141,84
apr,10,8.2,51,44,122,88
jan,35,7.9,15,30,230,80
sep,22,4.6,41,50,208,75
feb,9,1.1,12,69,350,77
oct,6,5.6,35,33,148,83
apr,34,5.8,29,24,393,80
jun,29,4.9,27,23,220,73
oct,24,9.1,39,70,231,85
jul,20,8.6,90,75,154,86
aug,6,6.6,95,43,191,70
aug,29,2.2,61,39,316,80
dec,18,6.8,54,38,94,84
jun,14,5.1,35,21,371,83
aug,29,5.6,81,57,240,89
may,36,10.0,30,48,145,70
mar,13,6.2,68,56,285,81
sep,14,7.0,21,67,97,89
jul,18,8.6,23,40,369,84
jul,24,5.3,92,27,86,84
sep,7,1.7,12,52,345,86
mar,5,3.1,55,75,114,77
may,7,2.4,34,77,393,90
nov,33,3.2,75,49,181,78
jul,33,2.3,34,28,382,75
aug,34,9.1,52,76,289,89
mar,18,7.1,43,55,358,84
jul,26,9.5,12,60,210,76
feb,24,6.4,15,69,177,89
jan,28,2.6,27,26,248,87
feb,7,4.5,79,20,284,90
dec,17,9.9,45,34,220,84
may,27,7.1,18,29,110,90
jun,9,1.3,52,73,361,76
jan,14,6.9,49,28,175,73
mar,32,1.9,35,20,249,80
sep,17,5.0,61,29,183,86
dec,34,4.8,58,77,105,83
may,34,5.8,56,26,273,80
dec,24,5.2,76,36,88,81
aug,34,7.3,87,67,218,87
oct,14,4.6,48,44,187,78
jul,6,9.7,60,65,174,86
sep,36,2.6,86,58,388,89
jul,6,4.5,16,20,130,76
may,16,6.3,95,45,350,86
nov,37,9.1,47,57,175,87
jul,34,6.5,83,42,380,70
jul,36,7.2,50,44,198,86
oct,5,9.9,88,79,90,87
mar,8,4.6,61,34,224,81
dec,34,6.2,15,79,263,81
apr,5,8.1,72,46,122,78
mar,27,8.2,27,24,106,80
jun,5,4.7,49,49,140,86
mar,9,6.6,35,30,354,75
dec,25,9.4,73,34,312,80
dec,35,4.5,57,29,120,71
nov,36,5.0,53,56,126,75
oct,10,5.4,94,58,148,80
dec,19,1.8,64,64,124,82
oct,24,8.7,83,65,324,74
mar,17,2.9,95,78,195,84
dec,18,1.9,19,66,284,77
apr,37,2.2,33,21,179,90
feb,35,2.8,42,26,358,76
jun,34,4.8,86,23,294,83
dec,27,0.9,88,49,349,79
jun,8,6.5,57,61,146,83
mar,12,5.6,28,46,158,86
may,16,1.6,72,42,190,80
apr,34,6.8,21,46,387,81
jan,9,5.8,61,58,192,86
may,14,2.7,53,61,186,78
jan,30,1.2,16,58,337,72
may,14,8.8,47,39,334,78
aug,24,8.5,61,24,135,74
may,11,8.6,58,75,124,83
feb,9,7.6,76,38,148,90
oct,18,8.7,54,52,164,87
jun,13,7.6,13,35,351,73
jan,15,4.6,48,32,361,77
dec,25,4.6,73,51,380,84
jul,32,4.5,53,51,181,89
mar,20,1.9,19,74,228,73
aug,35,5.2,34,29,342,73
oct,12,7.7,32,68,242,88
jan,18,3.2,66,42,109,88
nov,33,3.6,78,80,199,76
feb,29,4.6,72,23,183,88
nov,25,2.8,86,78,223,90
aug,23,7.7,55,69,209,70
nov,15,5.3,46,41,318,73
jul,12,5.6,50,52,366,87
jan,29,5.7,62,60,180,82
dec,11,8.3,88,76,189,74
aug,37,1.7,19,77,225,85
feb,18,6.0,83,23,378,82
feb,37,4.0,11,44,231,72
aug,5,9.9,64,41,387,79
jan,36,7.6,15,29,336,87
oct,18,6.4,15,67,149,73
jul,28,0.8,63,36,203,71
oct,12,5.3,93,28,122,72
jul,28,5.5,59,48,397,85
jan,25,9.9,33,28,187,84
dec,12,2.3,23,28,375,90
aug,24,8.0,93,27,379,76
nov,31,5.0,66,68,127,88
sep,10,7.1,10,60,167,81
apr,7,4.6,50,43,207,87
jun,20,7.8,27,21,342,76
jan,26,2.7,26,62,235,86
dec,37,5.7,67,57,137,89
jun,17,3.7,64,71,300,83
jun,14,3.2,65,50,110,75
oct,9,6.0,67,29,361,87
oct,19,2.7,87,41,128,76
may,37,3.6,70,31,166,87
oct,26,9.9,70,61,115,75
dec,5,5.5,11,57,184,89
jun,24,3.4,87,49,342,82
mar,37,4.0,59,72,152,78
jun,34,6.6,63,65,145,81
sep,24,4.0,40,52,146,70
feb,25,5.1,24,27,236,78
sep,14,2.5,28,20,344,70
jan,35,2.2,64,64,349,84
jul,32,5.5,65,32,117,85
dec,34,8.9,35,65,322,88
sep,33,4.7,28,22,369,87
jul,12,1.5,15,49,361,73
apr,8,7.3,63,35,261,82
feb,18,7.8,62,39,345,88
mar,24,8.3,82,41,385,79
feb,20,9.7,15,78,379,90
may,36,5.0,49,43,319,84
dec,25,9.8,53,55,378,75
sep,12,3.0,35,53,382,80
may,16,5.9,43,46,131,80
feb,5,5.7,75,33,342,77
apr,25,4.4,45,55,358,74
aug,18,3.9,60,68,387,85
jan,36,7.5,12,54,158,73
jul,34,3.8,67,20,310,88
may,37,6.3,38,31,301,78
dec,29,5.9,38,55,295,89
jun,5,2.0,75,31,109,75
jan,11,5.3,92,23,274,89
aug,7,3.7,60,52,366,85
aug,7,3.4,92,44,134,82
aug,27,5.0,60,29,288,86
apr,31,6.2,50,26,292,80
dec,6,1.4,27,27,189,81
jun,6,7.2,85,49,301,81
feb,37,7.3,78,59,354,72
oct,16,8.1,91,55,382,79
feb,10,4.4,72,76,204,74
jun,30,2.6,11,79,208,85
aug,33,1.5,30,24,189,80
nov,12,7.3,70,57,160,80
apr,36,5.5,15,76,157,78
jun,9,1.8,87,30,212,76
dec,7,5.1,58,37,216,72
aug,12,4.1,42,36,229,89
jul,5,2.0,30,63,173,86
feb,18,5.7,36,35,353,78
jan,21,1.2,93,61,307,86
mar,16,7.9,48,50,180,83
jul,22,2.8,43,22,303,72
may,18,7.0,12,65,294,72
mar,18,9.8,51,44,283,80
jun,26,6.2,77,21,337,77
oct,27,2.3,48,66,222,84
may,8,1.3,22,21,214,73
nov,20,5.0,46,22,312,81
dec,8,3.9,62,40,356,82
jun,12,4.4,49,46,227,73
apr,6,10.0,90,56,285,90
apr,17,5.0,75,56,88,74
sep,5,5.0,83,33,246,81
apr,6,9.3,40,74,223,81
jun,15,3.9,86,67,340,85
jun,19,7.0,67,79,377,80
nov,22,7.6,65,55,121,75
may,27,8.9,83,54,392,73
nov,34,7.1,12,63,356,87
apr,19,5.9,43,62,349,86
sep,19,8.5,64,49,329,73
nov,6,3.3,68,22,272,76
nov,34,6.6,86,74,155,84
jun,30,6.9,91,33,205,88
aug,33,4.0,67,75,275,82
mar,30,2.8,58,55,397,79
jun,13,4.0,50,49,331,80
aug,16,5.7,60,33,97,88
jan,14,2.3,56,44,163,82
jun,14,5.5,18,21,264,80
dec,35,8.0,59,38,316,78
dec,27,1.4,18,40,290,78
mar,18,1.2,64,54,252,85
dec,10,7.1,15,55,386,83
sep,24,9.1,88,69,400,82
jan,24,2.3,70,63,323,75
mar,13,3.4,55,43,292,71
oct,33,9.4,70,77,319,89
dec,14,6.6,82,61,271,76
feb,6,7.1,70,75,398,71
jul,26,9.1,39,70,101,71
mar,35,9.7,92,60,174,71
aug,5,3.6,43,43,152,81
sep,8,4.2,76,70,159,83
jul,15,3.5,86,64,175,70
jun,24,7.7,13,23,112,70
jun,12,5.2,80,74,104,70
sep,18,5.8,42,23,241,90
jan,26,8.0,57,29,346,81
jul,13,5.8,74,38,133,73
may,12,6.9,67,29,212,87
mar,28,8.8,48,63,195,81
mar,30,4.3,86,48,168,89
apr,17,8.4,39,74,328,74
jul,10,1.1,73,60,273,73
jan,13,9.4,19,25,223,77
jun,37,2.8,69,29,398,76
oct,10,8.1,12,23,112,76
may,15,7.5,85,29,379,76
aug,23,5.2,82,60,249,73
feb,11,5.9,44,51,149,76
dec,8,9.7,17,79,305,86
nov,35,9.7,38,32,95,84
feb,12,3.0,56,61,225,83
mar,13,1.0,76,20,238,78
aug,18,9.0,13,79,367,78
mar,12,3.6,20,42,99,82
may,30,2.3,68,52,228,83
mar,30,4.0,57,59,165,81
jun,32,4.6,60,66,245,72
feb,31,4.6,14,58,200,70
feb,24,1.0,32,51,369,76
mar,14,10.0,20,42,245,81
feb,18,6.5,11,23,173,72
aug,20,4.1,90,76,236,88
dec,18,9.1,49,30,202,72
jan,25,3.4,26,45,181,77
apr,37,5.9,62,33,140,81
mar,11,6.6,50,68,395,79
jul,36,1.5,27,71,231,89
jul,22,5.0,63,38,126,79
sep,7,6.8,93,69,386,78
feb,33,5.4,69,57,235,73
sep,11,5.4,47,26,399,70
feb,13,1.1,95,37,400,86
jul,6,9.7,91,36,115,72
sep,12,1.7,37,26,293,87
jul,12,8.9,17,51,391,77
jul,22,9.6,18,20,136,70
nov,26,5.5,74,53,261,77
aug,8,5.2,52,23,210,89
oct,7,7.4,77,74,398,84
jul,5,3.0,16,70,80,70
nov,6,3.7,86,30,127,81
dec,17,5.7,40,32,168,84
oct,19,0.8,57,33,299,79
jun,21,1.7,42,34,187,89
nov,22,2.6,31,27,198,72
oct,6,9.8,69,61,216,73
may,37,4.9,11,59,196,85
